name,sbm,dcbm,pabm,osc,tcsc,r-tcsc,gspc,sklearn
politicalBlogs,0.013747954173486088,0.0,1.1102230246251565e-16,0.0,0.012524469047272667,0.017238634851010928,0.0,0.0
liveJournal-top2,0.0,0.0002892263195950484,1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.1102230246251565e-16
citeseer,0.006491334092232766,0.00023217912253869225,0.11555338235534561,0.0,0.01553577345861451,0.01435134947585981,0.0,0.0
cora,0.003986950849577716,0.010416240728808666,0.0020582232358220503,0.00019714203161235128,0.005595732248134797,0.057666431244592524,0.001774278284510944,0.0012877263581488885
mnist,0.030979218841023084,0.028338906118620732,0.0,9.797958971137074e-05,0.00011999999999999973,0.051523299583780546,0.0015600000000000058,4.898979485565817e-05
fashionmnist,0.024084235507900183,0.02117540082265268,0.0012361229712289797,0.00010198039027184446,0.06721346888831137,0.04360694440109282,0.0,0.0
cifar10,0.012559777068085242,0.002600000000000002,0.00019595917942263267,0.0,0.037838414343098474,0.03747887938559529,0.004999999999999982,7.999999999999118e-05
