name,sbm,dcbm,pabm,osc,tcsc,r-tcsc,gspc,sklearn
politicalBlogs,0.004905298134107838,0.012186848412540413,0.011895335734965621,0.011291709492477549,0.01750516091970781,0.015294636450672533,0.007748434950235509,0.007098028859612192
liveJournal-top2,0.0003529164422970191,0.03209940920420624,0.048246097711830534,0.041527262760678745,0.0284889857453239,0.033564909305355634,0.02522863803215129,0.02091475074533712
citeseer,0.0033955878979706833,0.03866654755375971,0.07801842205466863,0.11653315795820181,0.05222013031440835,0.030751807129154356,0.05247979345843392,0.015395586098792161
cora,0.004081663473821268,0.06624924041930066,0.06808496598921888,0.04749866251579388,0.022543733472299,0.015907449585246494,0.3433051463583947,0.029475087153364055
mnist,0.014224576387816155,0.1825816823142088,10.76763541209337,0.4538637962910085,0.15028477237015556,1.1720727324194793,14.968349712578123,0.043659537078330396
fashionmnist,0.0172799238599067,0.29356317854765174,4.658057930220971,0.17432645351216947,0.30733719514525554,0.7287409055223111,1.731230141716604,0.3282561425706261
cifar10,0.004784215861538803,0.2556966762448014,8.373965157321889,0.6653294485775145,0.3311456675081269,0.5648923734294543,1.190435884315898,0.04059587039818343
